language,glottocode,id_word,id_meaning,lemma,ipa,def,morph,annotator,reference,pos
Tsez,dido1241,3431,3664,КОТI У́РЙ/О,k-o-t У́-r-j-o,"I (-ā, -ос, -оби) бо- родач","I (-ā, -ос, -оби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3432,3665,КОЦ,k-o-ts,"III (-йа, -йос, -йаби ) дер е- вянный черпак КÓЦЙ/У III (-ā, -ус, -уби) бот. брусника","III (-йа, -йос, -йаби )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3433,3666,КОЧ-КОЧ//КОЧИ -КОЧИ,k-o-tʃ---k-o-tʃ k-o-tʃ-i -k-o-tʃ-i,"межд. коч-коч ( возглас, которым подз ы- вают осла ); ср кори -кори, къвош - къвош, токи́ш -токи́ш","( возглас, которым подз ы- вают осла )",Maiia Alimova,Khalilov 2024,interjection
Tsez,dido1241,3434,3667,КОЧÓР/И,k-o-tʃ-Ó-r-i,"III (-ǟ, -ис, -иби) чуб; прическа ; гIолохъзас (//бахIарза - лес) кочори мужская прическа; кочори б ечIа делать прическу (букв. чуб резать) КÓЧI/И1 IV (-ǟ, -ис//-ес, -иби) вьючное седло ( с четырьмя палка- ми по бокам ); см. кочIи -мужи , кьили КÓЧI/И2 IV (-ǟ, -ис//-ес, -иби) козлы ( для распиловки дров ) КÓЧIИ-МУ́Ж/И IV (-ǟ, -ис, -иби) собир . гужевое седло; кочIи -му- жис ариби боковые палки гужев о- го седла; кочIи -мужи эра седлать (осла)","III (-ǟ, -ис, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3435,3668,КОЧI/О,k-o-tʃ-o,"III (-ā, -ос -оби) пово- рот; зигзаг; кочIо бокIа танцевать; халкъи кочIо курхо бизис народ зигзагом поднялся вверх; хехби кочIо курхо бикIис дети зигзагом пошли; боцIā ажох кочIо курси волк сделал волчью петлю; см. кици","III (-ā, -ос -оби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3436,3669,КОЧIОХЪ ÁН,k-o-tʃ-o-χ-ʔ Á-n,"I, II ( -ä, -ес, -би) певец, певица; исполнитель песен; игу кочIохъан хороший певец; гIолохъанав кочIохъан молодой певец (певица); кочIохъан ä кечI хъʼалIих певец поет песню ; см. кечIохъу , олъихъу 252","I, II ( -ä, -ес, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3437,3670,КОЧIОХЪÁН ЛЪ/И,k-o-tʃ-o-χ-ʔ-Á-n l-ʔ-i,"IV (-ä, -ис) профессия (работа) певца (испол- нителя песен) КÓШ/И IV (-ǟ, -ис, -маби ) уст. коши ( местная обувь, разнови д- ность чарыков ), чарыки","IV (-ä, -ис)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3438,3671,КУБ/О,k-u-b-o,"III (-ā, -ос, -оби) бот. спорынья","III (-ā, -ос, -оби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3438,3672,КУБ/О,k-u-b-o,"III (-ā, -ос, -оби) бот. головня","III (-ā, -ос, -оби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3438,3673,КУБ/О,k-u-b-o,"III (-ā, -ос, -оби) шаит. 1) манжета 2) оверлок ; см. бокь’о , рикьи","III (-ā, -ос, -оби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3439,3674,КУ́ГЪ/И,k-У́-ɡ-ʔ-i,"IV (-ǟ, -ис, -иби) узкий овраг, промоина (место спуска срубленных деревьев на склоне горы в лесу )","IV (-ǟ, -ис, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3440,3675,КУД,k-u-d,"III (-ä, -ес, -би) 2) люлька (плете ная) 2) сапетка (плетеная ); бихис бицIā си куд сапетка полная сена; кудäй бих эра положить (перед скотом) сено из сапетки 3) корзина (плетеная ); гьисохъорси куд корзина для шерсти ; см. кудули, ликини, рикини","III (-ä, -ес, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3441,3676,КУД/И,k-u-d-i,"III (-ǟ, -ес, -иби) кул. толокно; хъоцйу куди толокно крупного помола; кудес кIори гу- стая смесь из толокна с водой; ку- ди гъи гъа намолоть толокно","III (-ǟ, -ес, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3441,3677,КУД/И,k-u-d-i,"IV (-ǟ, -ис, -иби) бот. вид гриба ; см. кумилÁ к, м’ав","IV (-ǟ, -ис, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3442,3678,КУДУ́Л/И,k-u-d-У́-l-i,"IV ( -ǟ, -ис, -иби) люлька ( плетенная ) (ген.) 2) шаит. люлька ( подвесная ); см. куд, ли- кини, рикини","IV ( -ǟ, -ис, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3443,3679,КУКÉЧ,k-u-k-É-tʃ,"III ( -ä, -ес, -би) мяч (ген.); см. бýрки, топ","III ( -ä, -ес, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3444,3680,КУ́К/У,k-У́-k-u,"III (-ā, -ус, -уби) зоол. гусеница ♦ кукуилъе жекIу мед- лительный человек ( букв. как г у- сеница человек) ; ср. асах . атIу́къи","III (-ā, -ус, -уби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3444,3681,КУ́К/У,k-У́-k-u,"III (-ā, -ус, -уби) зоол. кукушка; куку кукулIах кукушка кукует ; куку бакьи, гиг лъей, их бай погов . букв. кукушка кукует, холодная зима уйдёт, и весна пр и- дет; см. кIукIу","III (-ā, -ус, -уби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3444,3682,КУ́К/У,k-У́-k-u,"III (-ā, -ус, -уби) хутр. бот. сережки ивы ( в качестве ко р- ма для скота зимой ); см. ми́тIу","III (-ā, -ус, -уби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3445,3683,КУКУД ÁМУ,k-u-k-u-d Á-m-u,медленный; копот- ливый; черепаший; кукудаму хIалтIи возня,,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3446,3684,КУКУ́ Л/И,k-u-k-У́ l-i,"I, II ( -ǟ, -ис, -иби) растяпа; разиня; ср. шаит . куку д- оли; см. гьала -бала","I, II ( -ǟ, -ис, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3447,3685,КУКУЛI/ Á,k-u-k-u-l Á,"(-ах, -ас, -ан, -ø) ку- ковать","(-ах, -ас, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3447,3686,КУКУЛI/ Á,k-u-k-u-l Á,"(-ах, -ас, -ан, -ø) медлить; шов кукулIах ич äси? что ты медлишь?","(-ах, -ас, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3448,3687,КУКУЛIА/Д Á,k-u-k-u-l-a-d Á,"(-х, -с, -дан, -д) возиться с кем -чем-л.","(-х, -с, -дан, -д)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3448,3688,КУКУЛIА/Д Á,k-u-k-u-l-a-d Á,"(-х, -с, -дан, -д) куковать","(-х, -с, -дан, -д)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3449,3689,КУКУЛIИР/ Á,k-u-k-u-l-i-r Á,"(-хо, -си, -ан, -ø) понуд. от кукулI á1-2","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3450,3690,КУКУМ,k-u-k-u-m,"III (-а, -ес//-йос, -йаби ) бот. слива; бийǟси кукум спелая слива; кукумес акI косточка сл и- вы; кукумйос гъун сливовое дер е- во; хъʼабани кукум чернослив","III (-а, -ес//-йос, -йаби )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3451,3691,КУЛ,k-u-l,"III (-ä, -ес, -би) 1) надежда, чаяние; ожидание; беже кул большое желание; кул бохъа надеяться, иметь надежду; кул бода а) надеяться, питать надежду б) ждать кого-чего-л. 2) тоска; эни йикада кул йолъ тоскую по мат е- ри 3) аппетит; желание, охота чего- л. поесть (или делать) ; биша кул бохъа иметь желание поесть","III (-ä, -ес, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3452,3692,КУЛЛУ -ГIАЛАМ,k-u-l-l-u -ɡ-a-l-a-m,"III (-йа, -йос, - йаби) человÉчество ; см. дунйал - гIалам, ин санийат","III (-йа, -йос, - йаби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3453,3693,КУЛПАТ,k-u-l-p-a-t,"III ( -йа, -йос, -би) потомство; кIетIус кулпат коша- чье потомство ; боцIис кулпат волчье потомство","III ( -йа, -йос, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3454,3694,КУЛУ́Б,k-u-l-У́-b,"IV ( -йа, -йос, -йаби ) клуб; калхозйос кулуб колхозный 253 клуб; кино рика рхоси кулуб ки- ноклуб, кинотеатр","IV ( -йа, -йос, -йаби )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3455,3695,КУ́ЛЪ/А,k-У́-l-ʔ-a,"IV (-ā, -ас, -аби) рукав; кIотоно кулъаби короткие рукава; кулъаби āнуси гед рубашка (со- рочка) без рукавов","IV (-ā, -ас, -аби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3456,3696,КУЛЪИТÁ В,k-u-l-ʔ-i-t-Á w,без рукавов; безру- кавка; ср. асах. квилъизатайу ; са- гад. кулъибийа лъерчIу,,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3457,3697,КУЛЪ ИТАВ-ПÁЛТ/У,k-u-l-ʔ i-t-a-w---p-Á-l-t-u,"II (-ā, -ус, -уби) полушубок без рукавов; асах. кулъ итай-пáлту; мок. кулъ итав- пáлто; см. кати","II (-ā, -ус, -уби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3458,3698,КУМ,k-u-m,"IV (-йа, -йос, -йаби ) 1) се- мя, семена 2) сорт чего-л. 3) пор о- да (напр., овец) ; кум ара разво- дить 4) происхождение ( физиол о- гическое ); см. тайпа","IV (-йа, -йос, -йаби )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3459,3699,КУМ ÁК,k-u-m Á-k,"III (-йа, -йос, -би) по- мощь, содействие; беже кумак большая помощь; кумак бода по- мочь, оказать помощь; прийти на помощь; кумак эсира просить с о- действия, просить о помощи; ку- мак гокьа позвать (пригласить) на помощь; кумакно бойн рода вы- полнить что-л. путем оказания помощи (содействия) ; мок. кумéк","III (-йа, -йос, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3460,3700,КУМ ÁК-ГЪʼÁНА/БИ,k-u-m Á-k---ɡ-Ъʼ-Á-n-a-b-i,"II (-за, -зас) помощница","II (-за, -зас)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3461,3701,КУМ ÁК-ЖÉКI/У,k-u-m Á-k---ʒ-É-k-u,"I (-а, -ус, -уби) помощник","I (-а, -ус, -уби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3462,3702,КУМ ÉЛ/И,k-u-m É-l-i,"IV (-ǟ, -ис, -иби) 1) бот. лён; кумелис акI льняное се - мя; кумелис рилъ льняное масло; кумели рилIа посеять лён; куме- ли гъигъа молоть лён 2) кул. ур- беч ( лакомство из молотых льн я- ных или косточковых семян с ма с- лом и сахаром ); кумели рода при- готовить урбеч ; см. Óрба","IV (-ǟ, -ис, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3463,3703,КУМ/И,k-u-m-i,"III (-ä, -ис, -иби) зоол. коростель ( птица )","III (-ä, -ис, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3464,3704,КУНСОЛ /О,k-u-n-s-o-l o,"III (-ā, -ос, -оби) маленькая крепость; см. хъала КУНТ/А II (-ā, -ас, -аби) платье (женское ); хIадурав кунта готовое платье; кешкьор кеш бич ǟси кунта платье со складками; кунта йечIа кроить платье; кунта йʼа - хъеда шить платье; энйа кидбер кунта й ʼахъас мать сшила платье для дочки","III (-ā, -ос, -оби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3465,3705,КУ́НЧIИЗИ,k-У́-n-tʃ-i-z-i,: ку́нчIизи б одÁ III понуд . светиться; блестеть ; свер- кать,,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3465,3706,КУ́НЧIИЗИ,k-У́-n-tʃ-i-z-i,: ку́нчIизи б охъÁ III светиться; блестеть; сверкать; ца- дараби кунчIизи рохъхо звезды блестят (сверкают),,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3466,3707,КУР/ Á,k-u-r Á,"(-хо, -си, -ан, -о) 1) бр о- сать, швырять, кидать; гъʼул кура бросать (швырять) камень; иси кура а) бросать снежки б) очищать что-л. от снега 2) плевать; ноцу кура плевать 3) сыпать что-л.; оночазар атI кура насыпать пш е- ницу курам 4) стлать, стелить; рутIуга кура стелить ковер; мужи кура (по)стелить 5) перен. игнор и- ровать кого-л., не считаться с кем - л. ♦ хизор кура оставить позади – в соревновании ( букв. бросать назад)","(-хо, -си, -ан, -о)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3467,3708,КУРÁК,k-u-r-Á-k,"III ( -йа, -йос, -йаби ) бот. 1) абрикос ; бежени курак абри кос 2) курага ( сорт абрикоса с горькими косточками ), жердела ; куракйос гъ ʼун а) дерево кура ги (жерделы) б) абрикосовое дерево; куракйос кампот кураговый (аб- рикосовый) компот; курак бакIа р- зи бода собрать курагу (абрик о- сы); курак хъухъира сушить кур а- гу (абрикосы) ; см. ахбазÁ н","III ( -йа, -йос, -йаби )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3468,3709,КУРАЛ ÁК,k-u-r-a-l Á-k,"III (-ä, -ес, -би) бот. вид гриба ; см. ку́ди, кумилÁ к","III (-ä, -ес, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3469,3710,КУРЕР/ Á,k-u-r-e-r Á,"(-хо, -си, -ан, -ø) по- нуд. от курá; ср. асах. курр á","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3470,3711,КУРЕРЕР/ Á,k-u-r-e-r-e-r Á,"(-хо, -си, -ан, -ø) понуд. II от курер á 254","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3471,3712,КУРЖ ÓК,k-u-r-ʒ Ó-k,"IV ( -йа, -йос, -би) кружок; лъочIйакь кIолIихоси куржок танцевальный кружок","IV ( -йа, -йос, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3472,3713,КУРДАКI /У,k-u-r-d-a-k u,"III (-ā, -ус, -уби) зо- ол. ястреб","III (-ā, -ус, -уби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3473,3714,КУРЗ ÁКI/У,k-u-r-z Á-k-u,"III (-ā, -ус, -уби) зо- ол. сокол ; см. бакъʼучи , къочу","III (-ā, -ус, -уби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3474,3715,КУРИТ,k-u-r-i-t,"II (-йа, -йос, -йаби ) 1) небольшое стадо овец 2) небол ь- шая группа людей ; см. барги , тIел","II (-йа, -йос, -йаби )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3475,3716,КУРЛЪ/ Á,k-u-r-l-ʔ Á,"(-их, -ис, -ан, -о) 1) смочь (суметь) бросать (швырять, кидать) 2) суметь плевать 3) с у- меть сыпать что-л. 4) суметь ст е- лить","(-их, -ис, -ан, -о)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3476,3717,КУРНА/Д Á,k-u-r-n-a-d Á,"(-х, -с, -дан, -до) учащ. от курá","(-х, -с, -дан, -до)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3477,3718,КУ́Р/О,k-У́-r-o,"IV (-ā, -ос, -оби) 1) за- граждение, забор; осйу куро вы- сокий забор; хъацис куро дере- вянный забор; гъʼулас куро ка- менный забор 2) плетень; куро рода а) загородить, делать з а- граждение (забор) б) плести ; см. жи́ли, шулагьин","IV (-ā, -ос, -оби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3478,3719,КУР/О,k-u-r-o,"IV (-ā, -ос, -оби) 1) де- ревянное корыто (для водопоя ) 2) лоханка; куро лъ äс рицIа напо л- нить корыто (лоханку) водой ; ср. шаит. куру","IV (-ā, -ос, -оби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3479,3720,КУРО,k-u-r-o,!3 повел . брось! кинь! ки- дай!,,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3480,3721,КУРÓ Х,k-u-r-Ó χ,"хуш. родник ( место, где молятся, стирают одежду ); см. кик, и́ сху",,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3481,3722,КУР-РЕКI/ Á,k-u-r---r-e-k Á,"(-хо, -си, -ан, -ø) 1) оставлять ( без внимания ); кур- йекIхо йичир ǟси тIек книга, ос - тавленная без внимания 2) разбр а- сывать; тIекмаби кур -рекIа раз- брасывать книги ; см. цáлIи-бокIá","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3482,3723,КУ́Р/У,k-У́-r-u,"III (-ā, -ус, -уби) 1) хутр . желоб ( для стока воды ) 2) сагад . деревянный водосборник ( для скота ); см. тÁра КУ́С/А I (-ā, -ос, -аби) безбор о- дый от природы ; редкими, жи д- кими уса ми и бородой ; куса жекIукь рокIу р айарно погов . не верь безбородому","III (-ā, -ус, -уби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3483,3724,КУТÁК,k-u-t-Á-k,"1. III (-йа, -йос, -би) си- ла, мощь; кутак бикара показать мощь (силу) 2. сильно, очень ; ку- так берцинав очень красивый (красивая); къʼим кутак ролIхо голова сильно болит; см. къуват","(-йа, -йос, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3484,3725,КУТÁКАВ,k-u-t-Á-k-a-w,"1) сильный, мощный, могучий; кутакав гьаракь мощ- ный го лос; кутакав лъаци силь- ный ветер, ураган; см. къуватав",,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3485,3726,КУТÓ К,k-u-t-Ó k,"III ( -йа, -йос, -йаби ) асах. полено, обрубок; см. гичIори","III ( -йа, -йос, -йаби )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3486,3727,КУ́Т/У,k-У́-t-u,"IV (-ā, -ус, -уби) шерст я- ные нитки; пряжа ( в три нитки для подошвы сапога гéдо, толще чем цибар áхъу); см. кIез, чIʼакъу","IV (-ā, -ус, -уби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3487,3728,КУТI,k-u-t,"IV (-ä, -ес, -би) с.-х. сноп; реже кутI большой сноп; атIес кутI сноп пшеницы; кутI рица (рода ) связать сноп","IV (-ä, -ес, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3488,3729,КУТIЙ ÓКЬ,k-u-t-j Ó-k,"(АР) нареч. направо, на правой стороне; кутIйокьаз ича стоять (стать) на правой ст о- роне (на право); кутIйокьар ута повернуться направо",,Maiia Alimova,Khalilov 2024,adverb
Tsez,dido1241,3489,3730,КУТIЙ ÓМ/У,k-u-t-j Ó-m-u,"I, II ( -ā, -ус, -уби) правша , декстрал ; ср. асах. кви- тIоли , сагад. кутIйóкъаму","I, II ( -ā, -ус, -уби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3490,3731,КУТIЙ ÓС,k-u-t-j Ó-s,правый; кутIйос р е- кьа правая рука; кутIйос озури правый глаз; кутIйос рори правая нога,,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3491,3732,КУХ,k-u-χ,"III (-а/-йа, -ес//-йос, -би) 1) канал; беже кух большой к а- нал; хIолйу кух широкий канал; кух бода прорыть канал 2) грядка (для посадки картофеля и т.д. ); гьекIу би лIа кух бода делать грядку для посадки картофеля","III (-а/-йа, -ес//-йос, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3491,3733,КУХ,k-u-χ,"IV (-йа, -йос, -йаби ) 1) линия 2) граница 255","IV (-йа, -йос, -йаби )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3492,3734,КУХÉ РХЪ/У,k-u-χ-É r-χ-ʔ-u,"IV (-ā, -ус, -уби) разновидность рубанка","IV (-ā, -ус, -уби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3493,3735,КУХРÁМУ,k-u-χ-r-Á-m-u,полосатый; кухраму гед полосатая рубашка; кухраму нигагъ ʼачIи полосатая ткань (ткань с полосками ); кухраму хал - гIат полосатый халат,,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3494,3736,КУЦ,k-u-ts,"II (-а//-ма, -мос// -ес, -би //-маби) куц (1. форма для литья чего-л. из металла 2. форма для плетения сапетки из прутьев 3. ко- лодка )","II (-а//-ма, -мос// -ес, -би //-маби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3495,3737,КУЦАРАВ,k-u-ts-a-r-a-w,"1) статный, стро й- ный, видный, красивый; куцарав жекIу статный (красивый) мужч и- на 2) прирученный, ручной; см. ругьунав, молъāси",,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3496,3738,КУЦЗИ,k-u-ts-z-i,": куцзи бода III 1) пр и- учать кого-л. к чему -л.; приобр е- тать привычки, привывать навыки 2) при ручать кого-л. 3) приспоса б- ливать, адаптировать 4) (на)учить кого-л.; см. молъира, молъи -ко- лъира, ру гьун бода",,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3496,3739,КУЦЗИ,k-u-ts-z-i,": куцзи бохъ а III 1) пр и- учать ся кого-л. к чему -л.; воспит ы- вать привычки, привывать навыки 2) при ручать ся кого-л. 3) присп о- сабливаться, адаптировать ся 4) научиться кого-л.; см. молъа, мо - лъи-колъа, ругьун бохъа",,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3497,3740,КУЦ/И,k-u-ts-i,"III (-ǟ, -ис, -иби) 1) об у- чени; воспитание привычек (на вы- ков) 3) приручение ; см. ругьунлъи","III (-ǟ, -ис, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3498,3741,КУЦ-МУХЪ,k-u-ts---m-u-χ-ʔ,"III (-ä, -ес, -би) со- бир. внешность; черты лица; бигу куц-мухъ хорошая (приятная) внеш ность; куц-мухъ йолъ ǟси кид а) стройная девушка б) крас и- вая (симпатичная) девушка","III (-ä, -ес, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3499,3742,КУЧ/ Á,k-u-tʃ Á,"(-их, -ис, -ан, -о) ис- пражняться; хехза кучих ребенок испражняется","(-их, -ис, -ан, -о)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3500,3743,КУЧАНА/Д Á,k-u-tʃ-a-n-a-d Á,"(-х, -с, -дан, -до) учащ. испражняться КУЧИР/ Á (-хо, -си, -ан, -ø) по- нуд. от кучá","(-х, -с, -дан, -до)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3501,3744,КУЧИРЕР/ Á,k-u-tʃ-i-r-e-r Á,"(-хо, -си, -ан, -ø) понуд. II от кучир á","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3502,3745,КУШ/ Á,k-u-ʃ Á,"(-их, -ис, -ан, -о) 1) разматывать, распускать что-л.; цIин тIай куша распускать шер- стяны х носков 2) разрушить, ра з- бирать; хъидо куша разбирать стену ; см. дарбадагъал","(-их, -ис, -ан, -о)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3503,3746,КУШИКI/ Á,k-u-ʃ-i-k Á,"(-хо, -си, -ан, -ø) 1) немного разматывать, распускать что-л. 2) немного разрушить, ра з- бирать см. кушá, куши -рокIа","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3504,3747,КУШИКI/Р Á,k-u-ʃ-i-k-r Á,"(-ерхо, -ерси, -ер- ан, -ер) понуд. от кушикI á","(-ерхо, -ерси, -ер- ан, -ер)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3505,3748,КУШИКIРЕР/ Á,k-u-ʃ-i-k-r-e-r Á,"(-хо, -си, -ан, -ø) понуд. II от кушикI á","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3506,3749,КУШИЛЪ/ Á,k-u-ʃ-i-l-ʔ Á,"(-хо, -си, -ан, -ø) 1) разматываться, распускаться; гедо кушилъси сапог (шерстяной) ра с- пустился 2) разрушаться, разб и- раться","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3507,3750,КУШИ -РОКI/А,k-u-ʃ-i -r-o-k-a,"(-хо, -си, -ан, -ø) 1) разматываться, распускаться 2) разрушаться, разбираться ; см. ку- шикIа","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3508,3751,КУШЛ/У,k-u-ʃ-l-u,"1) неспос обный 2) не- умеющий (о женщине ); мийелIа гъʼанаби кушлуни баша, гIʼагъу- лIерно йихъин гъолмаби роша букв. и ты, женщина, как неукл ю- жий палец, попав под мельницу, ноги искривила – о женщине - лентяйке",,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3509,3752,КУШЛУН /И,k-u-ʃ-l-u-n i,"II (-ǟ, -ис, -иби) ничего не умеющая (ни к чему не способная) женщина ♦ кушлунис цIинтIай не удачно вязаные дж у- рабки ( букв. джурабки кушлуни); кушлуни баша неискусные, н е- умелые руки ( букв. неуклюжий па - лец)","II (-ǟ, -ис, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3510,3753,КУШОН ÁР//КУШОН ÓР,k-u-ʃ-o-n Á-r k-u-ʃ-o-n Ó-r,"нареч. наизнанку; кушонар гед шекьа надевать рубашку наизнанку; ку-256 шоназай йутира вывернуть на лицевую сторону ♦ кушонар рут ǟ- си гъутку в комнате беспорядок ; кушонар йута разозлиться, ра з- гневаться, рассердиться ( букв. на- изнанку перевернуться, перевор о- титься)","( букв. на- изнанку перевернуться, перевор о- титься)",Maiia Alimova,Khalilov 2024,adverb
Tsez,dido1241,3511,3754,КУШ ÓНО,k-u-ʃ Ó-n-o,(мн. -тIа) 1) переве р- нутый на изнанку 2) перен . оброс- ший; кушоно хIухI обросшее л и- цо; кушоно жекIу обросший чел о- век,(мн. -тIа),Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3512,3755,КУШ/У,k-u-ʃ-u,"III (-ā, -ус, -уби) бот. цветы ивы","III (-ā, -ус, -уби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3513,3756,КУШ УХI/И,k-u-ʃ u-χ-i,"III (-ǟ, -ис, -иби) бот. персик; кушухIис акI косто ч- ка персика; кушухIис варенийа варенье из персика ; кушухIис гъун персиковое дерево; см. ми- кьир","III (-ǟ, -ис, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,3514,3757,КУШУХI/И,k-u-ʃ-u-χ-i,"IV (-ǟ, -ис, -иби) шаит. зоол. гусеница Къ","IV (-ǟ, -ис, -иби)",Maiia Alimova,Khalilov 2024,NaN
